start,end,val,accn,fy,fp,form,filed,frame,Tag,Units,Ticker,CIK
2019-01-01,2019-03-31,1.15,0001564590-19-027952,2019,FY,10-K,2019-08-01,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-01-01,2019-03-31,1.15,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-01-01,2019-03-31,1.15,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q1,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2018-07-01,2019-06-30,5.11,0001564590-19-027952,2019,FY,10-K,2019-08-01,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2018-07-01,2019-06-30,5.11,0001564590-20-034944,2020,FY,10-K,2020-07-31,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2018-07-01,2019-06-30,5.11,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-04-01,2019-06-30,1.72,0001564590-19-027952,2019,FY,10-K,2019-08-01,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-04-01,2019-06-30,1.72,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q2,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2019-09-30,1.4,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2019-09-30,1.4,0001564590-20-034944,2020,FY,10-K,2020-07-31,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2019-09-30,1.4,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2019Q3,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2019-12-31,2.93,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2019-12-31,2.93,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-10-01,2019-12-31,1.53,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-10-01,2019-12-31,1.53,0001564590-20-034944,2020,FY,10-K,2020-07-31,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-10-01,2019-12-31,1.53,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2019Q4,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2020-03-31,4.34,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2020-03-31,4.34,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-01-01,2020-03-31,1.41,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-01-01,2020-03-31,1.41,0001564590-20-034944,2020,FY,10-K,2020-07-31,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-01-01,2020-03-31,1.41,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2020Q1,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2020-06-30,5.82,0001564590-20-034944,2020,FY,10-K,2020-07-31,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2020-06-30,5.82,0001564590-21-039151,2021,FY,10-K,2021-07-29,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2019-07-01,2020-06-30,5.82,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2020,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-04-01,2020-06-30,1.48,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2020Q2,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2020-09-30,1.84,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2020-09-30,1.84,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2020Q3,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2020-12-31,3.88,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2020-12-31,3.88,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-10-01,2020-12-31,2.05,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-10-01,2020-12-31,2.05,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2020Q4,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2021-03-31,5.93,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2021-03-31,5.93,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-01-01,2021-03-31,2.05,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-01-01,2021-03-31,2.05,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2021Q1,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2021-06-30,8.12,0001564590-21-039151,2021,FY,10-K,2021-07-29,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2021-06-30,8.12,0001564590-22-026876,2022,FY,10-K,2022-07-28,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2020-07-01,2021-06-30,8.12,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2021,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-07-01,2021-09-30,2.73,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-07-01,2021-09-30,2.73,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2021Q3,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-07-01,2021-12-31,5.23,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-07-01,2021-12-31,5.23,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-10-01,2021-12-31,2.5,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-10-01,2021-12-31,2.5,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2021Q4,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-07-01,2022-03-31,7.46,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-07-01,2022-03-31,7.46,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-01-01,2022-03-31,2.23,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-01-01,2022-03-31,2.23,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2022Q1,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-07-01,2022-06-30,9.7,0001564590-22-026876,2022,FY,10-K,2022-07-28,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2021-07-01,2022-06-30,9.7,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-07-01,2022-09-30,2.35,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-07-01,2022-09-30,2.35,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2022Q3,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-07-01,2022-12-31,4.56,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-07-01,2022-12-31,4.56,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-10-01,2022-12-31,2.2,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-10-01,2022-12-31,2.2,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2022Q4,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-07-01,2023-03-31,7.02,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2023-01-01,2023-03-31,2.46,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2022-07-01,2023-06-30,9.72,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2023-07-01,2023-09-30,3.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2023-07-01,2023-12-31,5.94,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2023-10-01,2023-12-31,2.94,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4,EarningsPerShareBasic,USD/shares,MSFT,0000789019
2007-07-01,2008-06-30,9328000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,CY2008,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2008-07-01,2008-09-30,9084000000.0,0001193125-09-212454,2010,Q1,10-Q,2009-10-23,CY2008Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2008-07-01,2008-12-31,8994000000.0,0001193125-10-015598,2010,Q2,10-Q,2010-01-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2008-10-01,2008-12-31,8903000000.0,0001193125-10-015598,2010,Q2,10-Q,2010-01-28,CY2008Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2008-07-01,2009-03-31,8960000000.0,0001193125-10-090116,2010,Q3,10-Q,2010-04-22,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-01-01,2009-03-31,8891000000.0,0001193125-10-090116,2010,Q3,10-Q,2010-04-22,CY2009Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2008-07-01,2009-06-30,8945000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2008-07-01,2009-06-30,8945000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,CY2009,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2009-09-30,8914000000.0,0001193125-09-212454,2010,Q1,10-Q,2009-10-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2009-09-30,8914000000.0,0001193125-10-239825,2011,Q1,10-Q,2010-10-28,CY2009Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2009-12-31,8885000000.0,0001193125-10-015598,2010,Q2,10-Q,2010-01-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2009-12-31,8885000000.0,0001193125-11-015947,2011,Q2,10-Q,2011-01-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-10-01,2009-12-31,8856000000.0,0001193125-10-015598,2010,Q2,10-Q,2010-01-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-10-01,2009-12-31,8856000000.0,0001193125-11-015947,2011,Q2,10-Q,2011-01-27,CY2009Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2010-03-31,8846000000.0,0001193125-10-090116,2010,Q3,10-Q,2010-04-22,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2010-03-31,8846000000.0,0001193125-11-115186,2011,Q3,10-Q,2011-04-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-01-01,2010-03-31,8767000000.0,0001193125-10-090116,2010,Q3,10-Q,2010-04-22,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-01-01,2010-03-31,8767000000.0,0001193125-11-115186,2011,Q3,10-Q,2011-04-28,CY2010Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2010-06-30,8813000000.0,0001193125-10-171791,2010,FY,10-K,2010-07-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2010-06-30,8813000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2009-07-01,2010-06-30,8813000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,CY2010,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2010-09-30,8614000000.0,0001193125-10-239825,2011,Q1,10-Q,2010-10-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2010-09-30,8614000000.0,0001193125-11-276022,2012,Q1,10-Q,2011-10-20,CY2010Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2010-12-31,8555000000.0,0001193125-11-015947,2011,Q2,10-Q,2011-01-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2010-12-31,8555000000.0,0001193125-12-026864,2012,Q2,10-Q/A,2012-01-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-10-01,2010-12-31,8497000000.0,0001193125-11-015947,2011,Q2,10-Q,2011-01-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-10-01,2010-12-31,8497000000.0,0001193125-12-026864,2012,Q2,10-Q/A,2012-01-27,CY2010Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2011-03-31,8511000000.0,0001193125-11-115186,2011,Q3,10-Q,2011-04-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2011-03-31,8511000000.0,0001193125-12-170665,2012,Q3,10-Q,2012-04-19,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-01-01,2011-03-31,8420000000.0,0001193125-11-115186,2011,Q3,10-Q,2011-04-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-01-01,2011-03-31,8420000000.0,0001193125-12-170665,2012,Q3,10-Q,2012-04-19,CY2011Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2011-06-30,8490000000.0,0001193125-11-200680,2011,FY,10-K,2011-07-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2011-06-30,8490000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2011-06-30,8490000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2010-07-01,2011-06-30,8490000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,CY2011,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2011-09-30,8392000000.0,0001193125-11-276022,2012,Q1,10-Q,2011-10-20,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2011-09-30,8392000000.0,0001193125-12-427209,2013,Q1,10-Q,2012-10-18,CY2011Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2011-12-31,8397000000.0,0001193125-12-026864,2012,Q2,10-Q/A,2012-01-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2011-12-31,8397000000.0,0001193125-13-022207,2013,Q2,10-Q,2013-01-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-10-01,2011-12-31,8402000000.0,0001193125-12-026864,2012,Q2,10-Q/A,2012-01-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-10-01,2011-12-31,8402000000.0,0001193125-13-022207,2013,Q2,10-Q,2013-01-24,CY2011Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2012-03-31,8398000000.0,0001193125-12-170665,2012,Q3,10-Q,2012-04-19,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2012-03-31,8398000000.0,0001193125-13-160748,2013,Q3,10-Q,2013-04-18,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-01-01,2012-03-31,8401000000.0,0001193125-12-170665,2012,Q3,10-Q,2012-04-19,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-01-01,2012-03-31,8401000000.0,0001193125-13-160748,2013,Q3,10-Q,2013-04-18,CY2012Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2012-06-30,8396000000.0,0001193125-12-316848,2012,FY,10-K,2012-07-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2012-06-30,8396000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2012-06-30,8396000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2011-07-01,2012-06-30,8396000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,CY2012,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2012-09-30,8396000000.0,0001193125-12-427209,2013,Q1,10-Q,2012-10-18,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2012-09-30,8396000000.0,0001193125-13-409855,2014,Q1,10-Q,2013-10-24,CY2012Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2012-12-31,8395000000.0,0001193125-13-022207,2013,Q2,10-Q,2013-01-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2012-12-31,8395000000.0,0001193125-14-018634,2014,Q2,10-Q,2014-01-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-10-01,2012-12-31,8393000000.0,0001193125-13-022207,2013,Q2,10-Q,2013-01-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-10-01,2012-12-31,8393000000.0,0001193125-14-018634,2014,Q2,10-Q,2014-01-23,CY2012Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2013-03-31,8385000000.0,0001193125-13-160748,2013,Q3,10-Q,2013-04-18,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2013-03-31,8385000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-01-01,2013-03-31,8364000000.0,0001193125-13-160748,2013,Q3,10-Q,2013-04-18,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-01-01,2013-03-31,8364000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,CY2013Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2013-06-30,8375000000.0,0001193125-13-310206,2013,FY,10-K,2013-07-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2013-06-30,8375000000.0,0001193125-13-455144,2013,FY,8-K,2013-11-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2013-06-30,8375000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2013-06-30,8375000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2012-07-01,2013-06-30,8375000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,CY2013,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2013-09-30,8339000000.0,0001193125-13-409855,2014,Q1,10-Q,2013-10-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2013-09-30,8339000000.0,0001193125-14-380252,2015,Q1,10-Q,2014-10-23,CY2013Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2013-12-31,8333000000.0,0001193125-14-018634,2014,Q2,10-Q,2014-01-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2013-12-31,8333000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-10-01,2013-12-31,8326000000.0,0001193125-14-018634,2014,Q2,10-Q,2014-01-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-10-01,2013-12-31,8326000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,CY2013Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2014-03-31,8317000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2014-03-31,8317000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-01-01,2014-03-31,8284000000.0,0001193125-14-157088,2014,Q3,10-Q,2014-04-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-01-01,2014-03-31,8284000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,CY2014Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2014-06-30,8299000000.0,0001193125-14-289961,2014,FY,10-K,2014-07-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2014-06-30,8299000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2014-06-30,8299000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2013-07-01,2014-06-30,8299000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,CY2014,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2014-09-30,8249000000.0,0001193125-14-380252,2015,Q1,10-Q,2014-10-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2014-09-30,8249000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,CY2014Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2014-12-31,8238000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2014-12-31,8238000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-10-01,2014-12-31,8228000000.0,0001193125-15-020351,2015,Q2,10-Q,2015-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-10-01,2014-12-31,8228000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,CY2014Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2015-03-31,8215000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2015-03-31,8215000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-01-01,2015-03-31,8167000000.0,0001193125-15-144151,2015,Q3,10-Q,2015-04-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-01-01,2015-03-31,8167000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,CY2015Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2015-06-30,8177000000.0,0001193125-15-272806,2015,FY,10-K,2015-07-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2015-06-30,8177000000.0,0001193125-15-353706,2015,FY,8-K,2015-10-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2015-06-30,8177000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2014-07-01,2015-06-30,8177000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,CY2015,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2015-09-30,7996000000.0,0001193125-15-350718,2016,Q1,10-Q,2015-10-22,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2015-09-30,7996000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,CY2015Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2015-12-31,7980000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2015-12-31,7980000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-10-01,2015-12-31,7964000000.0,0001193125-16-441821,2016,Q2,10-Q,2016-01-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-10-01,2015-12-31,7964000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,CY2015Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2016-03-31,7952000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2016-03-31,7952000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-01-01,2016-03-31,7895000000.0,0001193125-16-550254,2016,Q3,10-Q,2016-04-21,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-01-01,2016-03-31,7895000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,CY2016Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
